order_date,order_id,customer_name,customer_segment,product_name,product_category,product_subcategory,product_manufacturer,shipping_city,shipping_state,shipping_region,shipping_date,shipping_mode,quantity,order_discount,order_profits,order_profit_ratio,order_sales
2016-07-26,CA-2016-148180,Bart Pistole,Corporate,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,Other,Oxnard,California,West,2016-07-31,Standard Class,6.0,0.2,8.0,0.36,23.0
2016-07-26,CA-2016-148180,Bart Pistole,Corporate,Newell 334,Office Supplies,Art,Newell,Oxnard,California,West,2016-07-31,Standard Class,5.0,0.0,26.0,0.26,99.0
2016-12-13,CA-2016-148250,Rachel Payne,Corporate,Xerox 213,Office Supplies,Paper,Xerox,Riverside,California,West,2016-12-17,Standard Class,2.0,0.0,6.0,0.48,13.0
2016-12-13,CA-2016-148250,Rachel Payne,Corporate,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,Fellowes,Riverside,California,West,2016-12-17,Standard Class,4.0,0.0,35.0,0.26,134.0
2016-12-27,CA-2016-148376,Arthur Gainer,Consumer,Avery 497,Office Supplies,Labels,Avery,Los Angeles,California,West,2016-12-31,Standard Class,7.0,0.0,10.0,0.48,22.0
2016-12-27,CA-2016-148376,Arthur Gainer,Consumer,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,Belkin,Los Angeles,California,West,2016-12-31,Standard Class,2.0,0.0,31.0,0.29,107.0
2016-11-07,CA-2016-148432,Mike Caudle,Corporate,Loose Memo Sheets,Office Supplies,Paper,Other,Newark,Delaware,East,2016-11-10,Second Class,2.0,0.0,3.0,0.47,7.0
2016-11-07,CA-2016-148432,Mike Caudle,Corporate,Rubber Band Ball,Office Supplies,Fasteners,Other,Newark,Delaware,East,2016-11-10,Second Class,7.0,0.0,1.0,0.02,26.0
2016-08-13,CA-2016-148495,Sandra Flanagan,Consumer,Ultra Door Pull Handle,Furniture,Furnishings,Ultra,Pomona,California,West,2016-08-13,Same Day,3.0,0.0,10.0,0.33,32.0
2016-12-06,CA-2016-148628,Katherine Murray,Home Office,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,Message Book,Thousand Oaks,California,West,2016-12-11,Standard Class,5.0,0.0,15.0,0.46,33.0
2016-07-25,CA-2016-148635,Michelle Huthwaite,Consumer,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,Other,Seattle,Washington,West,2016-07-27,Second Class,2.0,0.0,0.0,0.05,9.0
2016-07-25,CA-2016-148635,Michelle Huthwaite,Consumer,Xerox 228,Office Supplies,Paper,Xerox,Seattle,Washington,West,2016-07-27,Second Class,2.0,0.0,6.0,0.48,13.0
2016-07-25,CA-2016-148635,Michelle Huthwaite,Consumer,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,Office Star,Seattle,Washington,West,2016-07-27,Second Class,2.0,0.2,28.0,0.05,562.0
2016-07-25,CA-2016-148635,Michelle Huthwaite,Consumer,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,Sauder,Seattle,Washington,West,2016-07-27,Second Class,5.0,0.0,56.0,0.08,705.0
2016-03-12,CA-2016-148705,Evan Bailliet,Consumer,Avery 518,Office Supplies,Labels,Avery,Charlotte,North Carolina,South,2016-03-18,Standard Class,2.0,0.2,2.0,0.35,5.0
2016-04-17,CA-2016-148712,Jessica Myrick,Consumer,Barrel Sharpener,Office Supplies,Art,Other,New York City,New York,East,2016-04-23,Standard Class,3.0,0.0,3.0,0.26,11.0
2016-04-17,CA-2016-148712,Jessica Myrick,Consumer,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,DXL,New York City,New York,East,2016-04-23,Standard Class,13.0,0.2,21.0,0.34,62.0
2016-04-17,CA-2016-148712,Jessica Myrick,Consumer,Enermax Acrylux Wireless Keyboard,Technology,Accessories,Enermax,New York City,New York,East,2016-04-23,Standard Class,1.0,0.0,37.0,0.37,100.0
2016-12-28,CA-2016-148859,Fred Harton,Consumer,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Storage,Tenex,Chicago,Illinois,Central,2017-01-01,Standard Class,2.0,0.2,2.0,0.06,25.0
2016-10-01,CA-2016-148873,Eric Murdock,Consumer,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,ACCOHIDE,Quincy,Illinois,Central,2016-10-05,Standard Class,4.0,0.8,-4.0,-1.5,3.0
2016-10-01,CA-2016-148873,Eric Murdock,Consumer,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,Other,Quincy,Illinois,Central,2016-10-05,Standard Class,4.0,0.2,3.0,0.02,109.0
2016-05-26,CA-2016-148964,Ruben Dartt,Consumer,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,DAX,Bellevue,Washington,West,2016-05-31,Standard Class,1.0,0.0,8.0,0.39,20.0
2016-09-25,CA-2016-149083,Sally Hughsby,Corporate,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,Other,Seattle,Washington,West,2016-09-30,Standard Class,2.0,0.0,6.0,0.46,13.0
2016-09-25,CA-2016-149083,Sally Hughsby,Corporate,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,Logitech,Seattle,Washington,West,2016-09-30,Standard Class,2.0,0.0,58.0,0.36,160.0
2016-09-25,CA-2016-149083,Sally Hughsby,Corporate,Global Super Steno Chair,Furniture,Chairs,Global,Seattle,Washington,West,2016-09-30,Standard Class,4.0,0.2,-12.0,-0.04,307.0
2016-10-20,CA-2016-149097,Stewart Visinsky,Consumer,Nu-Dell Oak Frame,Furniture,Furnishings,Nu-Dell,Los Angeles,California,West,2016-10-24,Standard Class,7.0,0.0,24.0,0.32,75.0
2016-10-20,CA-2016-149097,Stewart Visinsky,Consumer,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,SAFCO,Los Angeles,California,West,2016-10-24,Standard Class,3.0,0.2,27.0,0.08,365.0
2016-11-22,CA-2016-149300,Brosina Hoffman,Consumer,Texas Instruments TI-34 Scientific Calculator,Technology,Machines,Texas Instruments,Hialeah,Florida,South,2016-11-23,First Class,3.0,0.5,-2.0,-0.06,33.0
2016-04-20,CA-2016-149342,Theresa Swint,Corporate,Xerox 2,Office Supplies,Paper,Xerox,Columbus,Georgia,South,2016-04-25,Standard Class,2.0,0.0,6.0,0.48,13.0
2016-04-20,CA-2016-149342,Theresa Swint,Corporate,Pyle PMP37LED,Technology,Phones,Pyle,Columbus,Georgia,South,2016-04-25,Standard Class,3.0,0.0,78.0,0.27,288.0
2016-04-20,CA-2016-149342,Theresa Swint,Corporate,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,GE,Columbus,Georgia,South,2016-04-25,Standard Class,6.0,0.0,298.0,0.5,595.0
2016-07-10,CA-2016-149384,Eric Hoffmann,Consumer,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,ACCOHIDE,Tempe,Arizona,West,2016-07-10,Same Day,3.0,0.7,-2.0,-0.67,3.0
2016-09-19,CA-2016-149517,Frank Carlisle,Home Office,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,Seth Thomas,Sacramento,California,West,2016-09-23,Standard Class,3.0,0.0,19.0,0.32,61.0
2016-12-05,CA-2016-149566,George Bell,Corporate,Avery 488,Office Supplies,Labels,Avery,Los Angeles,California,West,2016-12-10,Standard Class,4.0,0.0,6.0,0.48,13.0
2016-12-05,CA-2016-149566,George Bell,Corporate,Memorex Micro Travel Drive 8 GB,Technology,Accessories,Memorex,Los Angeles,California,West,2016-12-10,Standard Class,3.0,0.0,18.0,0.45,39.0
2016-01-31,CA-2016-149587,Karl Braun,Consumer,Xerox 1999,Office Supplies,Paper,Xerox,Minneapolis,Minnesota,Central,2016-02-05,Second Class,2.0,0.0,6.0,0.48,13.0
2016-01-31,CA-2016-149587,Karl Braun,Consumer,Ibico Standard Transparent Covers,Office Supplies,Binders,Ibico,Minneapolis,Minnesota,Central,2016-02-05,Second Class,2.0,0.0,16.0,0.49,33.0
2016-01-31,CA-2016-149587,Karl Braun,Consumer,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,Seth Thomas,Minneapolis,Minnesota,Central,2016-02-05,Second Class,3.0,0.0,17.0,0.31,53.0
2016-05-28,CA-2016-149601,Trudy Brown,Consumer,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,Acco,Manchester,Connecticut,East,2016-06-03,Standard Class,1.0,0.0,2.0,0.15,16.0
2016-05-28,CA-2016-149601,Trudy Brown,Consumer,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,Other,Manchester,Connecticut,East,2016-06-03,Standard Class,5.0,0.0,22.0,0.28,78.0
2016-01-06,CA-2016-149636,Stefania Perrino,Corporate,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,Other,Colorado Springs,Colorado,West,2016-01-12,Standard Class,2.0,0.7,-1.0,-0.7,2.0
2016-01-06,CA-2016-149636,Stefania Perrino,Corporate,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,Other,Colorado Springs,Colorado,West,2016-01-12,Standard Class,5.0,0.2,9.0,0.31,30.0
2016-10-24,CA-2016-149650,Robert Dilbeck,Home Office,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,Novimex,Oakland,California,West,2016-10-27,First Class,8.0,0.2,-74.0,-0.16,454.0
2016-04-13,CA-2016-149678,Anthony Witt,Consumer,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,Martin-Yale,Farmington,New Mexico,West,2016-04-15,Second Class,1.0,0.0,0.0,0.03,13.0
2016-09-18,CA-2016-149713,Trudy Glocke,Consumer,Acme Value Line Scissors,Office Supplies,Supplies,Acme,Long Beach,California,West,2016-09-22,Second Class,2.0,0.0,2.0,0.3,7.0
2016-09-18,CA-2016-149713,Trudy Glocke,Consumer,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,REDIFORM,Long Beach,California,West,2016-09-22,Second Class,4.0,0.0,10.0,0.49,20.0
2016-09-18,CA-2016-149713,Trudy Glocke,Consumer,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,Other,Long Beach,California,West,2016-09-22,Second Class,14.0,0.0,79.0,0.49,161.0
2016-09-03,CA-2016-149734,Julie Creighton,Corporate,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,Other,Durham,North Carolina,South,2016-09-08,Standard Class,7.0,0.2,63.0,0.31,201.0
2016-05-31,CA-2016-149748,Elizabeth Moffitt,Corporate,Eldon Image Series Black Desk Accessories,Furniture,Furnishings,Eldon,Paterson,New Jersey,East,2016-06-02,Second Class,2.0,0.0,3.0,0.36,8.0
2016-05-31,CA-2016-149748,Elizabeth Moffitt,Corporate,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,Fellowes,Paterson,New Jersey,East,2016-06-02,Second Class,1.0,0.0,17.0,0.27,62.0
2016-05-31,CA-2016-149748,Elizabeth Moffitt,Corporate,Xerox 1889,Office Supplies,Paper,Xerox,Paterson,New Jersey,East,2016-06-02,Second Class,5.0,0.0,135.0,0.49,275.0
2016-01-04,CA-2016-149811,Chris Selesnick,Corporate,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,GBC,Woodbury,Minnesota,Central,2016-01-10,Standard Class,3.0,0.0,16.0,0.48,32.0
2016-01-04,CA-2016-149811,Chris Selesnick,Corporate,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,Adams,Woodbury,Minnesota,Central,2016-01-10,Standard Class,5.0,0.0,20.0,0.5,40.0
2016-05-22,CA-2016-149846,Sarah Brown,Consumer,Avery 476,Office Supplies,Labels,Avery,Los Angeles,California,West,2016-05-26,Standard Class,2.0,0.0,4.0,0.46,8.0
2016-05-22,CA-2016-149846,Sarah Brown,Consumer,Pizazz Global Quick File,Office Supplies,Storage,Other,Los Angeles,California,West,2016-05-26,Standard Class,7.0,0.0,29.0,0.28,105.0
2016-05-22,CA-2016-149846,Sarah Brown,Consumer,Aastra 57i VoIP phone,Technology,Phones,Other,Los Angeles,California,West,2016-05-26,Standard Class,6.0,0.2,58.0,0.08,776.0
2016-05-22,CA-2016-149846,Sarah Brown,Consumer,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,Zebra,Los Angeles,California,West,2016-05-26,Standard Class,7.0,0.2,334.0,0.11,2973.0
2016-11-13,CA-2016-149909,Russell Applegate,Consumer,Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones,Other,Columbus,Indiana,Central,2016-11-17,Standard Class,3.0,0.0,13.0,0.26,51.0
2016-11-13,CA-2016-149909,Russell Applegate,Consumer,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,Other,Columbus,Indiana,Central,2016-11-17,Standard Class,7.0,0.0,29.0,0.45,64.0
2016-11-13,CA-2016-149909,Russell Applegate,Consumer,Xerox 1910,Office Supplies,Paper,Xerox,Columbus,Indiana,Central,2016-11-17,Standard Class,2.0,0.0,46.0,0.48,96.0
2016-09-21,CA-2016-149972,Cynthia Delaney,Home Office,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,Advantus,Los Angeles,California,West,2016-09-23,First Class,2.0,0.0,3.0,0.32,8.0
2016-09-21,CA-2016-149972,Cynthia Delaney,Home Office,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,Hon,Los Angeles,California,West,2016-09-23,First Class,4.0,0.2,0.0,0.0,602.0
2016-03-19,CA-2016-149993,Guy Armstrong,Consumer,Stockwell Push Pins,Office Supplies,Fasteners,Stockwell,Lancaster,California,West,2016-03-20,First Class,5.0,0.0,4.0,0.33,11.0
2016-07-02,CA-2016-150196,Steven Roelle,Home Office,Xerox 209,Office Supplies,Paper,Xerox,New York City,New York,East,2016-07-03,First Class,3.0,0.0,9.0,0.48,19.0
2016-12-15,CA-2016-150308,Rick Reed,Corporate,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,Cisco,Cary,North Carolina,South,2016-12-20,Standard Class,3.0,0.2,22.0,0.09,246.0
2016-10-19,CA-2016-150413,Cari Schnelling,Consumer,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,Avery,Dallas,Texas,Central,2016-10-24,Second Class,1.0,0.8,-3.0,-1.65,2.0
2016-08-13,CA-2016-150441,Ralph Arnett,Consumer,Avery Round Ring Poly Binders,Office Supplies,Binders,Avery,Richmond,Indiana,Central,2016-08-17,Second Class,4.0,0.0,6.0,0.49,11.0
2016-09-18,CA-2016-150511,Adam Bellavance,Home Office,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,Wirebound,Des Moines,Washington,West,2016-09-24,Standard Class,2.0,0.0,9.0,0.47,19.0
2016-12-11,CA-2016-150560,Shaun Weien,Consumer,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,Other,Suffolk,Virginia,South,2016-12-12,First Class,2.0,0.0,96.0,0.49,197.0
2016-10-26,CA-2016-150714,Kristen Hastings,Corporate,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,Avery,Springfield,Oregon,West,2016-11-01,Standard Class,7.0,0.7,-10.0,-0.73,14.0
2016-10-26,CA-2016-150714,Kristen Hastings,Corporate,Xerox 1914,Office Supplies,Paper,Xerox,Springfield,Oregon,West,2016-11-01,Standard Class,3.0,0.2,48.0,0.36,132.0
2016-10-26,CA-2016-150714,Kristen Hastings,Corporate,Avery 477,Office Supplies,Labels,Avery,Springfield,Oregon,West,2016-11-01,Standard Class,6.0,0.2,48.0,0.33,147.0
2016-10-26,CA-2016-150714,Kristen Hastings,Corporate,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,Tripp Lite,Springfield,Oregon,West,2016-11-01,Standard Class,5.0,0.2,20.0,0.1,204.0
2016-10-26,CA-2016-150714,Kristen Hastings,Corporate,Fellowes Officeware Wire Shelving,Office Supplies,Storage,Fellowes,Springfield,Oregon,West,2016-11-01,Standard Class,10.0,0.2,-162.0,-0.23,719.0
2016-03-29,CA-2016-150749,Alan Shonely,Consumer,Newell 333,Office Supplies,Art,Newell,Springfield,Virginia,South,2016-04-03,Second Class,2.0,0.0,1.0,0.26,6.0
2016-05-03,CA-2016-150770,Lena Cacioppo,Consumer,Newell 317,Office Supplies,Art,Newell,San Francisco,California,West,2016-05-06,First Class,3.0,0.0,3.0,0.29,9.0
2016-05-03,CA-2016-150770,Lena Cacioppo,Consumer,GBC Linen Binding Covers,Office Supplies,Binders,GBC,San Francisco,California,West,2016-05-06,First Class,2.0,0.2,17.0,0.35,50.0
2016-05-03,CA-2016-150770,Lena Cacioppo,Consumer,Ibico Recycled Linen-Style Covers,Office Supplies,Binders,Ibico,San Francisco,California,West,2016-05-06,First Class,2.0,0.2,22.0,0.35,62.0
2016-05-03,CA-2016-150770,Lena Cacioppo,Consumer,Logitech Gaming G510s - Keyboard,Technology,Accessories,Logitech,San Francisco,California,West,2016-05-06,First Class,4.0,0.0,122.0,0.36,340.0
2016-09-06,CA-2016-150791,Chuck Clark,Home Office,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,Global,New York City,New York,East,2016-09-13,Standard Class,2.0,0.1,60.0,0.22,272.0
2016-11-16,CA-2016-150875,Heather Kirkland,Corporate,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,Jabra,Boise,Idaho,West,2016-11-20,Standard Class,3.0,0.2,23.0,0.07,305.0
2016-11-16,CA-2016-150875,Heather Kirkland,Corporate,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,Bretford,Boise,Idaho,West,2016-11-20,Standard Class,2.0,0.0,160.0,0.23,696.0
2016-11-14,CA-2016-151043,Maureen Gastineau,Home Office,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,Accessories,Micro Innovations,Philadelphia,Pennsylvania,East,2016-11-20,Standard Class,2.0,0.2,-1.0,-0.03,48.0
2016-04-22,CA-2016-151253,Annie Zypern,Consumer,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,Boston,Los Angeles,California,West,2016-04-26,Standard Class,3.0,0.0,17.0,0.26,64.0
2016-04-22,CA-2016-151253,Annie Zypern,Consumer,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,Logitech,Los Angeles,California,West,2016-04-26,Standard Class,3.0,0.2,8.0,0.09,89.0
2016-09-20,CA-2016-151470,Anne McFarland,Consumer,Wilson Jones Impact Binders,Office Supplies,Binders,Wilson Jones,Las Vegas,Nevada,West,2016-09-26,Standard Class,11.0,0.2,17.0,0.36,46.0
2016-01-17,CA-2016-151547,Amy Hunt,Consumer,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies,Acme,Bartlett,Tennessee,South,2016-01-23,Standard Class,8.0,0.2,10.0,0.11,89.0
2016-12-27,CA-2016-151589,Richard Eichhorn,Consumer,Xerox 1917,Office Supplies,Paper,Xerox,Eau Claire,Wisconsin,Central,2016-12-30,First Class,4.0,0.0,92.0,0.47,196.0
2016-12-27,CA-2016-151589,Richard Eichhorn,Consumer,Cisco SPA 502G IP Phone,Technology,Phones,Cisco,Eau Claire,Wisconsin,Central,2016-12-30,First Class,2.0,0.0,72.0,0.3,240.0
2016-09-08,CA-2016-151624,Victoria Wilson,Corporate,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,Other,Montgomery,Alabama,South,2016-09-14,Standard Class,8.0,0.0,8.0,0.38,21.0
2016-11-19,CA-2016-151680,Tony Chapman,Home Office,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,Tenex,Seattle,Washington,West,2016-11-21,Second Class,2.0,0.0,23.0,0.16,142.0
2016-10-05,CA-2016-151722,Ivan Liston,Consumer,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,NETGEAR,Columbus,Ohio,East,2016-10-09,Standard Class,4.0,0.2,58.0,0.2,288.0
2016-03-05,CA-2016-151785,Jennifer Jackson,Consumer,Binder Clips by OIC,Office Supplies,Fasteners,OIC,Chicago,Illinois,Central,2016-03-10,Standard Class,6.0,0.2,2.0,0.35,7.0
2016-04-27,CA-2016-151841,Tony Chapman,Home Office,Acme Value Line Scissors,Office Supplies,Supplies,Acme,Aurora,Colorado,West,2016-05-02,Standard Class,2.0,0.2,1.0,0.13,6.0
2016-04-27,CA-2016-151841,Tony Chapman,Home Office,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,Belkin,Aurora,Colorado,West,2016-05-02,Standard Class,5.0,0.2,3.0,0.08,44.0
2016-09-25,CA-2016-151869,Carlos Soltero,Consumer,Xerox 1923,Office Supplies,Paper,Xerox,Freeport,New York,East,2016-09-25,Same Day,3.0,0.0,10.0,0.48,20.0
2016-09-25,CA-2016-151869,Carlos Soltero,Consumer,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon,Freeport,New York,East,2016-09-25,Same Day,1.0,0.1,7.0,0.07,103.0
2016-07-04,CA-2016-152513,Julie Prescott,Home Office,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,Avery,San Diego,California,West,2016-07-08,Second Class,2.0,0.2,7.0,0.33,23.0
2016-10-17,CA-2016-152527,Charlotte Melton,Consumer,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Eldon,Los Angeles,California,West,2016-10-17,Same Day,2.0,0.0,4.0,0.05,78.0
2016-02-20,CA-2016-152611,Kelly Andreada,Consumer,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,Sanford,Perth Amboy,New Jersey,East,2016-02-23,Second Class,7.0,0.0,75.0,0.26,287.0
2016-01-17,CA-2016-152681,Scott Cohen,Corporate,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,Avery,Lawrence,Massachusetts,East,2016-01-22,Standard Class,2.0,0.0,2.0,0.3,7.0
2016-10-25,CA-2016-152891,Trudy Brown,Consumer,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,Boston,San Francisco,California,West,2016-10-30,Standard Class,3.0,0.0,16.0,0.27,60.0
2016-10-25,CA-2016-152891,Trudy Brown,Consumer,Balt Solid Wood Rectangular Table,Furniture,Tables,Balt,San Francisco,California,West,2016-10-30,Standard Class,3.0,0.2,-32.0,-0.13,253.0
2016-12-18,CA-2016-153038,Robert Barroso,Corporate,Avery 507,Office Supplies,Labels,Avery,Memphis,Tennessee,South,2016-12-25,Standard Class,8.0,0.2,6.0,0.33,18.0
2016-12-18,CA-2016-153038,Robert Barroso,Corporate,"Master Caster Door Stop, Brown",Furniture,Furnishings,Master Caster,Memphis,Tennessee,South,2016-12-25,Standard Class,5.0,0.2,4.0,0.18,20.0
2016-12-18,CA-2016-153038,Robert Barroso,Corporate,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,Other,Memphis,Tennessee,South,2016-12-25,Standard Class,8.0,0.2,19.0,0.34,56.0
2016-11-13,CA-2016-153073,Helen Abelman,Consumer,"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,Eldon,Chicago,Illinois,Central,2016-11-13,Same Day,9.0,0.6,-7.0,-0.43,17.0
2016-03-05,CA-2016-153108,Sarah Foster,Consumer,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Other,New Castle,Indiana,Central,2016-03-09,Standard Class,2.0,0.0,7.0,0.28,24.0
2016-03-05,CA-2016-153108,Sarah Foster,Consumer,Staple holder,Office Supplies,Appliances,Staple holder,New Castle,Indiana,Central,2016-03-09,Standard Class,7.0,0.0,16.0,0.27,61.0
2016-11-12,CA-2016-153220,Yoseph Carroll,Corporate,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,Adams,Los Angeles,California,West,2016-11-14,First Class,5.0,0.0,7.0,0.45,16.0
